Participant,Item,Condition,R1,R2,R3,R4,R5,R6
20,31,2,1928,1418,1885,1913,1103,1763
21,31,1,845,1543,1736,1163,128,727
22,31,2,1961,7329,1644,1372,957,1925
23,31,1,1275,1460,1071,586,945,1142
24,31,2,1941,1273,1912,1000,624,1345
25,31,1,1789,1891,1947,837,1644,1933
26,31,2,1170,2245,1756,959,576,0
27,31,1,1011,1829,1762,1107,1113,1469
28,31,2,2677,1512,2910,2204,862,1061
29,31,1,1477,1414,2263,819,1145,1363
30,31,2,3374,1125,952,4713,2231,2464
31,31,1,2227,2483,2799,1979,1384,617
32,31,2,1107,1920,2151,1298,1262,1756
33,31,1,1389,1626,1762,2077,1093,1721
34,31,2,1034,2074,1746,1235,1067,919
36,31,1,2317,2096,1807,1543,996,992
37,31,2,1663,1763,2009,1845,1599,1391
38,31,1,1478,3048,1036,1244,1260,952
39,31,2,1722,1907,1260,933,715,1250
40,31,1,1453,1301,719,1072,791,124
41,31,2,1963,1555,2430,1406,973,2076
1,32,2,1262,2338,1304,1488,1027,670
2,32,1,1109,3409,1701,1281,762,1063
3,32,2,1413,3259,1633,162,1184,301
4,32,1,1787,0,122,1716,1052,684
5,32,2,929,1658,1040,1034,928,723
6,32,1,897,631,795,1519,447,552
7,32,2,1270,2268,674,1177,945,1410
8,32,1,1694,2535,2141,1603,2183,1229
9,32,2,2551,179,2158,2325,968,586
10,32,1,1885,1968,1630,1452,962,1075
11,32,2,1426,1359,1909,1984,1838,973
12,32,1,1373,1212,1052,1153,1053,922
13,32,2,1545,392,480,863,838,730
14,32,1,1288,1706,1318,1370,701,590
15,32,2,6479,2061,1378,948,1026,841
16,32,1,2615,1724,1475,1734,1413,1326
17,32,2,1464,2770,3076,2437,1231,1039
18,32,1,1277,3135,1412,1846,1209,1062
19,32,2,1702,2373,1598,1636,1109,1254
20,32,1,1902,3808,1151,1590,1146,1515
21,32,2,410,532,137,292,1047,449
22,32,1,1830,1695,1996,2482,1336,747
23,32,2,1863,527,1801,1567,1028,832
24,32,1,1465,1111,1373,583,453,384
25,32,2,1222,1825,1600,1424,1601,919
26,32,1,1655,2110,1260,1018,923,667
27,32,2,1102,1096,845,1105,723,1337
28,32,1,978,1530,1293,1300,905,613
29,32,2,831,1147,897,1761,1514,672
30,32,1,1771,419,157,2274,1297,1002
31,32,2,2360,2433,1554,1340,1267,669
32,32,1,1196,3086,2008,2717,1017,947
33,32,2,2190,1969,1675,1369,1017,1242
34,32,1,1203,2527,1625,1814,937,861
36,32,2,1422,1872,2255,1943,1373,828
37,32,1,1306,2228,1481,1179,544,272
38,32,2,1524,1421,723,1044,721,540
39,32,1,1349,1031,788,804,291,477
40,32,2,756,361,777,437,461,474
41,32,1,1137,2518,1244,1288,951,752
