Participant,Item,Condition,R1,R2,R3,R4,R5,R6
38,15,1,2246,2345,1332,1075,1219,1471
39,15,2,1059,3298,365,1207,776,615
40,15,1,671,937,888,1817,2096,917
41,15,2,1204,1655,1503,1710,1782,2798
1,16,2,1205,1873,4629,1490,954,1166
2,16,1,1275,1873,1369,1459,1013,0
3,16,2,2270,1671,4190,1173,1264,865
4,16,1,1704,1567,7013,15288,919,1358
5,16,2,1061,2487,2286,1434,847,4311
6,16,1,1293,1091,2066,900,441,548
7,16,2,4116,3030,2195,1532,1058,2873
8,16,1,3229,3379,3732,2118,1312,1200
9,16,2,2132,3364,2187,1585,980,3070
10,16,1,3198,2017,2192,2023,1006,1708
11,16,2,1910,1239,1673,1069,1229,2564
12,16,1,1472,1862,1769,1038,855,967
13,16,2,4106,1497,2079,1661,948,1564
14,16,1,2104,2548,2905,2114,914,1417
15,16,2,6053,2760,3364,1936,1079,1132
16,16,1,2915,1888,1828,1753,1655,1411
17,16,2,2209,2312,2477,1141,1038,1582
18,16,1,2999,1099,1664,1265,1537,1953
19,16,2,2088,2629,2701,1176,1303,813
20,16,1,2325,1844,3706,1058,1624,820
21,16,2,1490,935,1366,305,3394,1141
22,16,1,1940,2098,1855,1690,1228,1052
23,16,2,2353,1367,2559,828,1550,1837
24,16,1,1645,2125,1412,381,608,6260
25,16,2,1894,2212,2814,1639,1062,1349
26,16,1,3485,5628,1935,1658,837,2479
27,16,2,2584,1379,2301,1041,1656,1395
28,16,1,1353,2346,2368,1338,1062,3083
29,16,2,905,1135,2029,941,813,1962
30,16,1,3106,7433,3042,7915,1052,3739
31,16,2,2492,3508,5401,2130,1060,1286
32,16,1,1778,2195,2118,1209,883,1569
33,16,2,2207,2031,2807,1518,1180,2117
34,16,1,3670,1694,2298,1993,967,1149
36,16,2,3444,2790,4103,825,913,1264
37,16,1,1510,1849,2296,1277,886,2476
38,16,2,1496,2190,2678,1821,1228,629
39,16,1,1071,1247,1504,516,272,734
40,16,2,1511,854,1112,1076,786,1857
41,16,1,1974,1748,1745,1000,1080,786
1,17,1,956,2451,1974,1363,2206,2170
2,17,2,1726,3572,2314,1331,1555,5561
3,17,1,1423,1861,2067,1061,819,1611
4,17,2,4124,3490,1428,1594,1026,5743
5,17,1,1199,1011,1544,962,925,1973
6,17,2,1408,1786,1236,1820,1208,1744
7,17,1,5694,4672,2252,956,1169,2929
8,17,2,3333,4655,2101,2146,3663,2446
9,17,1,2325,4487,1814,1529,1726,948
10,17,2,1761,1490,2132,1721,1253,2243
11,17,1,2283,0,2408,1566,1018,2520
12,17,2,1305,1958,1045,958,1925,1323
13,17,1,1755,2002,2916,813,2087,2356
14,17,2,2793,3820,1531,1654,1764,1491
15,17,1,4825,4487,1298,1054,971,2103
16,17,2,2491,1965,1968,2065,1838,2065
17,17,1,1080,2827,2770,2773,1812,2280
18,17,2,2442,4065,1136,1138,1677,1977
19,17,1,1899,1679,1788,1002,770,3102
20,17,2,1566,1678,2859,1868,1975,2165
21,17,1,1726,1707,3371,989,858,1115
22,17,2,1457,3968,2410,1611,923,2035
23,17,1,2946,3119,2187,1018,899,1646
24,17,2,4601,3066,4870,3473,3438,1037
25,17,1,2010,2219,5310,1387,1117,1952
26,17,2,2897,2360,2148,2093,1170,1557
27,17,1,1185,1002,1255,1234,903,3145
28,17,2,2626,1334,1930,1310,1125,2711
29,17,1,1073,1127,1064,833,969,3195
30,17,2,7275,7569,3093,3934,2095,2647
31,17,1,1709,3407,2740,2279,1091,2258
32,17,2,0,2569,8990,2829,1309,1323
33,17,1,1864,2841,1657,2109,2138,2938
34,17,2,1294,2053,1659,1175,1236,4325
36,17,1,2201,1360,3204,990,1038,1949
37,17,2,1783,2761,2074,3286,1351,1685
38,17,1,1473,2655,1910,1125,864,1284
39,17,2,1197,1898,775,991,1183,5093
40,17,1,1059,638,1323,875,359,1649
41,17,2,1894,2095,2672,1382,1198,2050
1,18,2,1363,2081,2110,1391,1457,8969
2,18,1,1901,5397,1896,4806,1786,2109
3,18,2,1329,2539,1439,2024,2363,1825
4,18,1,3322,10910,0,0,0,12619
5,18,2,1048,1646,2481,843,293,4207
6,18,1,1883,1919,1066,926,486,496
7,18,2,1891,2895,3438,2522,1057,3732
8,18,1,2643,3205,2960,2388,1868,1720
9,18,2,1707,3461,2654,1557,1088,2205
10,18,1,2202,2435,1924,1224,1394,731
11,18,2,1505,1918,1599,1246,1110,1746
12,18,1,817,2136,1780,1955,1428,1134
13,18,2,1978,2748,1513,1197,1225,2461
14,18,1,2018,1803,2615,1835,993,1756
15,18,2,3139,4729,587,4297,1344,2402
16,18,1,3156,3121,2182,1898,989,2993
17,18,2,2578,4087,3555,2429,1713,3251
18,18,1,2618,7115,2117,2785,2830,2196
19,18,2,1458,2012,2783,1536,1228,2165
20,18,1,2296,1830,1870,2200,1006,1718
21,18,2,998,1902,2286,2678,1401,2566
22,18,1,1271,3296,1584,2116,1470,1995
23,18,2,1044,2074,1459,1494,975,1579
24,18,1,3283,4180,0,0,461,12427
25,18,2,2058,2406,1258,1326,1195,1667
26,18,1,1200,1829,2164,1028,950,1639
27,18,2,775,1558,1222,1330,939,1346
28,18,1,1132,1848,1728,2192,1064,2542
29,18,2,991,1742,1346,1056,939,1359
30,18,1,7560,4546,5157,5622,1674,1356
31,18,2,1519,3770,2538,1770,2043,1634
32,18,1,1888,2088,2136,4858,1241,2297
33,18,2,1452,2079,2613,2014,1727,3212
34,18,1,1230,2238,2282,1677,1097,1207
35,18,2,2272,3277,2100,1782,1315,2125
37,18,1,3279,2785,2117,475,667,1143
38,18,2,1850,1829,1250,920,849,936
39,18,1,1270,2426,2704,1028,602,1060
40,18,2,1161,1980,1018,874,894,1062
41,18,1,1492,2283,1778,1228,1315,1281
1,19,1,1336,1806,2399,1026,1347,1477
2,19,2,2321,6647,0,5485,2243,3203
3,19,1,2916,1582,2011,4715,1772,2679
4,19,2,4090,1846,2045,1405,3570,3156
5,19,1,1584,1686,1607,2411,948,1379
6,19,2,1270,1838,1227,2109,754,3581
7,19,1,1627,3376,3093,3356,1128,2419
8,19,2,3816,3740,2537,1967,1678,2010
9,19,1,2628,2542,2542,6389,674,0
10,19,2,1965,1854,1790,1603,1029,2060
11,19,1,1600,2130,2591,2004,2095,2560
12,19,2,1736,1889,2085,1344,1240,2036
13,19,1,1881,1676,1553,745,2216,2003
14,19,2,2027,2103,1729,1125,1296,1459
15,19,1,3558,1537,2512,1033,1667,1870
16,19,2,1679,1951,1682,1438,1776,2571
17,19,1,2123,2068,2688,1151,1578,1905
18,19,2,1858,3501,2703,1122,1900,1272
19,19,1,2089,3820,1847,1860,1676,1689
20,19,2,1581,2048,2741,1437,1706,2389
21,19,1,938,2439,1339,754,1088,1267
22,19,2,2944,2033,3785,1980,2859,3404
23,19,1,1779,1835,1106,931,1359,1693
24,19,2,2488,1798,3726,1603,5679,3664
25,19,1,4200,1742,2149,1381,1468,4533
26,19,2,2652,2404,3901,683,1221,1992
27,19,1,994,1041,1426,725,754,649
28,19,2,1609,1884,1908,1414,1227,1629
29,19,1,1148,1865,2956,1126,1734,2909
30,19,2,7394,2797,3559,1311,1555,3526
31,19,1,1836,3330,2985,1628,2100,1045
32,19,2,1596,3573,2423,1012,1202,2767
33,19,1,1809,3366,2481,1343,1367,3443
34,19,2,2606,1905,2712,1489,1214,3289
36,19,1,2122,2265,2077,918,1304,2145
37,19,2,2404,2379,2211,1530,2381,7202
38,19,1,1879,1173,1328,609,1510,892
39,19,2,1478,1902,1854,477,1316,4190
40,19,1,1414,694,2338,428,520,1780
41,19,2,1895,2494,2632,1171,1739,1400
1,20,2,2515,1721,2055,1464,1032,1638
2,20,1,4101,2299,2179,2788,1291,12552
3,20,2,1768,1353,1889,1199,833,480
4,20,1,2891,4527,3085,3516,1308,1778
5,20,2,1534,1556,1564,1887,796,1606
6,20,1,1820,1410,1420,1780,753,1852
7,20,2,2262,0,2001,2170,2660,1962
8,20,1,3004,3063,3080,4456,2902,1806
9,20,2,4011,2737,3732,1663,845,3246
10,20,1,3834,2489,1968,1556,936,1251
11,20,2,1969,2167,5072,1199,655,2339
12,20,1,1390,2208,1702,1950,825,896
13,20,2,1903,3806,2639,1738,1286,2789
14,20,1,4404,0,3620,2841,871,1114
15,20,2,4154,1915,2960,2682,1418,1239
16,20,1,1750,1951,1666,1690,1285,2280
17,20,2,2649,1943,3348,2578,1395,2230
18,20,1,3651,4112,5419,2028,1054,2440
19,20,2,3164,4524,1812,2956,578,1107
20,20,1,2354,2387,2735,2228,1057,1580
21,20,2,957,1537,2406,1864,1975,479
22,20,1,3767,2116,1378,1853,1307,2247
23,20,2,2180,2732,1380,1055,1102,1103
24,20,1,2240,3759,1015,1147,809,3279
25,20,2,1684,1895,2664,2668,1251,1921
26,20,1,1908,2136,0,2753,1163,2158
27,20,2,1025,2075,1353,1198,875,1900
28,20,1,1851,2426,2007,1511,990,3468
29,20,2,1181,1340,2377,1252,1026,2028
30,20,1,6683,9044,3358,2873,1015,1181
31,20,2,5163,2462,2843,1289,1068,1560
32,20,1,1900,1643,1532,1272,1635,1758
33,20,2,1972,2136,2007,1928,992,1557
34,20,1,1751,1776,1297,817,957,858
36,20,2,3263,3316,3117,1590,913,1307
37,20,1,2989,1196,2046,1126,976,1150
38,20,2,3473,1807,1676,1972,846,1748
39,20,1,1532,1138,2543,701,666,974
40,20,2,857,1938,1293,853,634,747
41,20,1,1893,2281,1407,1016,1067,2442
1,21,1,3000,1701,2006,1382,1670,1039
2,21,2,3084,2258,2337,1832,2132,1752
3,21,1,3515,2137,1329,1619,1816,1712
4,21,2,4318,3848,1618,1710,1830,2178
5,21,1,1256,1736,1387,1293,1312,1574
6,21,2,2071,952,636,1000,929,912
7,21,1,2209,2532,1606,3609,1185,1752
8,21,2,4213,2218,2499,1771,1168,1897
9,21,1,2795,2249,1502,1814,1077,729
10,21,2,1975,2093,1211,1638,981,2155
11,21,1,1702,1752,1574,953,895,4077
12,21,2,1373,2039,1099,1224,1316,1001
13,21,1,1336,773,2450,1252,1825,912
14,21,2,2620,1327,1174,1575,1130,1075
15,21,1,2559,1392,2317,1079,1418,2040
16,21,2,2195,1691,1486,2246,1364,1752
17,21,1,2619,1353,1754,3301,1188,1139
18,21,2,2731,1805,3078,2197,3302,1933
19,21,1,1807,1217,1135,1480,1341,1599
20,21,2,2194,1953,1138,2542,3137,1971
21,21,1,1220,813,1439,839,1739,1252
22,21,2,2355,2111,1035,1567,2169,1823
23,21,1,2488,822,852,1181,860,915
24,21,2,3200,1006,720,419,771,2133
25,21,1,1627,1904,2012,2877,1870,1413
26,21,2,2204,3867,1204,1265,1182,2221
27,21,1,2454,864,2539,1061,1204,761
28,21,2,2341,1088,1605,1684,1373,1726
29,21,1,1501,1025,1170,1603,1361,894
30,21,2,3720,3133,8856,3644,1657,1555
31,21,1,2605,1909,1997,2217,1174,1071
32,21,2,1847,901,1392,1217,1029,1326
33,21,1,2292,1089,2041,1631,1596,1500
34,21,2,1075,1332,1013,2758,1616,1222
36,21,1,2339,1248,1426,2135,2255,1657
37,21,2,1648,1089,611,612,522,1366
38,21,1,1272,631,971,1109,1097,2345
39,21,2,1131,583,470,766,1275,722
40,21,1,1354,2688,666,606,1067,655
41,21,2,1916,1475,1303,3996,1346,1830
1,22,2,2138,1890,2029,1399,2016,963
2,22,1,1681,1294,1268,1041,1542,2692
3,22,2,3250,2554,1657,1210,888,886
4,22,1,1037,2084,0,3425,1343,2859
5,22,2,1212,2222,1407,978,1435,2298
6,22,1,955,953,901,742,1316,865
7,22,2,1419,2049,2406,1486,3602,1307
8,22,1,2804,2110,2598,1768,1748,1895
9,22,2,2293,2519,8016,1195,1478,5240
10,22,1,1289,2234,1683,1499,1329,1713
11,22,2,1120,1588,1490,878,2373,2221
12,22,1,842,1455,1642,1211,1015,1531
13,22,2,887,2045,3187,1628,1058,1131
14,22,1,1250,2062,1643,1453,1115,2143
15,22,2,2857,5221,1941,1256,1431,1765
16,22,1,1276,1702,1717,2051,1541,1687
17,22,2,1980,2985,2821,2432,1987,2125
18,22,1,1609,2700,1891,1696,1915,1358
19,22,2,1422,1867,1438,1165,1907,960
20,22,1,1854,2068,1943,1476,1234,1591
21,22,2,1102,1580,1096,1066,942,1164
22,22,1,866,1294,703,1552,1247,1684
23,22,2,1424,2702,5246,1159,836,1449
24,22,1,1747,1285,1467,796,556,1240
25,22,2,2028,1833,1961,1191,1679,1619
26,22,1,1159,1904,2562,1387,1717,1402
27,22,2,1071,1318,1250,916,678,842
28,22,1,1934,2487,1563,2186,1607,5296
29,22,2,2495,2760,1375,1284,1536,2084
30,22,1,1821,3858,5154,4613,1564,1719
31,22,2,2271,2424,3071,1508,1390,859
32,22,1,1135,1991,1828,1367,1312,1522
33,22,2,1178,1778,1387,1101,1236,1507
34,22,1,1031,2185,1309,1293,1594,1481
36,22,2,2046,1689,1473,1144,2004,1283
37,22,1,1206,2027,3125,1407,2145,1360
38,22,2,1758,3945,3908,1333,778,2080
39,22,1,994,1722,917,701,821,998
40,22,2,979,1505,985,332,514,823
41,22,1,1123,1782,1504,1117,1080,1072
1,23,1,1467,1853,3236,2486,1152,3774
2,23,2,1338,3291,3397,1512,1450,2492
3,23,1,1788,5350,1679,1201,969,776
4,23,2,1787,4458,2953,1512,910,2133
5,23,1,1997,4317,1610,3082,1914,2681
6,23,2,1416,1020,1050,516,549,1392
7,23,1,1525,1310,1439,6794,1270,2241
8,23,2,1950,3103,1898,3601,2001,2806
9,23,1,2587,1527,3427,1971,1114,1015
10,23,2,1789,1340,2206,1725,1152,1999
11,23,1,2190,1177,1016,1242,1184,2062
12,23,2,1077,1233,1136,1051,1219,1255
13,23,1,2923,1085,1243,2676,846,2074
14,23,2,1697,1705,1556,1216,1230,598
15,23,1,2329,1093,2904,1741,1541,2035
16,23,2,1601,2253,1712,1350,1324,1741
17,23,1,2202,2558,2014,1462,1288,4370
18,23,2,3987,1203,2547,1760,1276,2999
19,23,1,1939,1491,1758,1139,1464,2502
20,23,2,1313,1780,1399,1539,2488,2528
21,23,1,979,761,689,1520,819,1583
22,23,2,1736,3172,3519,3165,1778,2012
23,23,1,1328,975,1521,915,705,1340
24,23,2,785,1625,798,656,533,4966
25,23,1,1417,6382,1660,2068,1614,1710
26,23,2,1534,2414,1527,834,917,1831
27,23,1,1132,1213,1212,904,745,2033
28,23,2,1459,1878,1274,979,1158,1454
29,23,1,1856,2150,1691,1137,712,2727
30,23,2,6157,3216,7147,1804,1545,4654
31,23,1,2278,1957,1974,1891,1872,2373
32,23,2,1633,1926,1152,4144,1368,2264
33,23,1,2112,1612,1470,1609,1426,2358
34,23,2,2318,1487,1693,2253,1395,2405
35,23,1,1401,1913,4619,4011,1942,1440
37,23,2,1387,723,1749,1062,324,2445
38,23,1,1646,2263,1339,824,984,1022
39,23,2,1169,1375,2510,1695,710,4252
40,23,1,1768,1001,538,596,218,893
41,23,2,1704,1464,1504,1166,973,2280
1,24,2,1993,1485,1701,1506,899,1043
2,24,1,2568,1788,2091,1641,908,1648
3,24,2,2279,1196,1065,1934,1016,1242
4,24,1,2879,3852,3022,1411,660,2509
5,24,2,1612,892,1207,1883,845,1005
6,24,1,1137,961,959,913,526,764
7,24,2,1436,1728,1497,1861,890,2867
8,24,1,1712,2557,1984,2894,1147,1231
9,24,2,2058,1487,2682,2169,1054,3725
10,24,1,2983,1341,1141,2014,895,1759
11,24,2,2442,731,2068,1465,738,1672
12,24,1,1395,1781,1392,1860,1051,1327
13,24,2,1443,1284,1029,2029,720,1672
14,24,1,1868,1589,1267,1395,794,1163
15,24,2,2963,1033,766,2554,914,2516
16,24,1,1410,1373,1326,1603,1348,1786
17,24,2,3105,1923,2320,2897,1139,2366
18,24,1,1766,3383,2139,935,2461,4177
19,24,2,2029,1359,1267,2089,862,1137
20,24,1,1886,2422,1135,1739,1061,1284
21,24,2,1061,1541,1475,2417,1294,1412
22,24,1,1874,2360,870,1479,523,1385
23,24,2,1923,1166,1647,2339,713,1948
24,24,1,4080,887,592,767,358,2392
25,24,2,2085,2112,1885,1889,949,1425
26,24,1,1410,1625,960,1619,701,1458
27,24,2,1397,872,1127,1513,1225,2086
28,24,1,1694,1220,999,1792,906,1702
29,24,2,1118,712,1415,1226,563,1278
30,24,1,3438,7352,7772,3016,807,3113
31,24,2,2426,1944,2499,3007,1538,2125
32,24,1,1736,934,1302,1790,793,2459
33,24,2,1898,1531,1364,1465,1059,1855
34,24,1,2165,1905,940,1419,612,2311
35,24,2,2151,1873,2131,3527,830,2533
37,24,1,2101,1904,1609,1836,393,1108
38,24,2,1837,1211,911,1501,659,860
39,24,1,1253,998,629,862,611,1103
40,24,2,1085,598,883,885,377,608
41,24,1,1864,1082,1264,1394,761,1583
1,25,1,1468,1488,1692,1629,1465,1279
2,25,2,3413,2345,2016,3330,9075,2473
3,25,1,1749,1773,1742,2203,992,1077
4,25,2,3329,5010,1785,2243,3257,1113
5,25,1,1448,455,3520,1522,513,1398
6,25,2,3486,1040,1246,1132,630,1637
7,25,1,2009,2773,2490,2637,1263,2247
8,25,2,3881,3056,1563,3466,1405,2730
9,25,1,4631,3704,4314,4355,967,1671
10,25,2,1882,1947,1450,1813,1554,1944
11,25,1,1836,4107,1304,1766,667,2205
12,25,2,1591,1603,1477,1565,1003,1596
13,25,1,1965,1011,1530,2630,1037,776
14,25,2,1368,1395,1256,1847,858,898
15,25,1,2503,2818,2699,2334,2478,3866
16,25,2,3157,1752,1612,2608,1045,1954
17,25,1,2223,1534,1548,2664,1603,2668
18,25,2,4150,3480,5856,1918,1152,1385
19,25,1,2222,1802,2522,2371,1215,1274
20,25,2,2253,2739,2184,2378,1067,1335
21,25,1,1231,1357,1240,935,795,1861
22,25,2,2389,2200,6014,1563,804,1719
23,25,1,1671,2146,1857,1256,940,2355
24,25,2,2393,3451,768,783,1019,4138
25,25,1,2089,1956,3276,1613,1078,1368
26,25,2,1709,1933,1382,1973,939,2456
27,25,1,1356,1287,934,1789,857,1834
28,25,2,1245,1490,1070,2163,682,5028
29,25,1,655,954,857,972,762,2228
30,25,2,3034,6074,1898,2035,1174,1754
31,25,1,2938,3179,2974,2824,911,1459
32,25,2,1630,2281,1566,2620,994,2344
33,25,1,1441,1654,1457,1939,970,1127
34,25,2,1209,1357,1587,1813,1628,1222
35,25,1,2388,3297,2032,1768,998,1338
37,25,2,1845,2142,1617,2081,974,2580
38,25,1,1609,1398,817,1005,852,1733
39,25,2,1920,1166,2013,3239,637,2851
40,25,1,724,595,1189,934,568,1157
41,25,2,1138,1394,2058,1946,760,1747
1,26,2,1214,2494,2070,1373,1537,2380
2,26,1,2108,2649,2532,5227,2196,5694
3,26,2,3275,1565,2655,2704,891,2307
4,26,1,5153,900,1461,1489,1132,1455
5,26,2,1811,1302,1236,1190,638,1275
6,26,1,2757,3283,1169,827,500,655
7,26,2,3178,3186,3787,1193,2617,5933
8,26,1,3332,1527,1951,2073,1501,1344
9,26,2,1981,2601,1327,1243,4282,0
10,26,1,2795,2997,2243,1110,1473,1194
11,26,2,2120,1940,1273,1208,1298,1736
12,26,1,1033,913,955,1208,1201,906
13,26,2,2127,771,1947,2035,1478,2684
14,26,1,1778,1905,1394,879,876,1042
15,26,2,3377,1501,2387,2292,1478,1245
16,26,1,2994,1887,1805,1621,1377,2382
17,26,2,3093,3414,2282,2109,1991,3820
18,26,1,1384,1439,2437,1579,2574,2450
19,26,2,1254,1209,2251,924,2864,1134
20,26,1,2367,1645,1504,1833,1545,2300
21,26,2,346,507,689,1227,1455,1336
22,26,1,2348,1906,876,2205,963,1896
23,26,2,1810,2407,3626,1289,1135,0
24,26,1,1190,1934,2919,1032,633,1860
25,26,2,2438,1457,1688,1505,2741,1567
26,26,1,3159,2330,845,1971,952,880
27,26,2,835,850,1621,1311,955,657
28,26,1,2352,1400,2994,1143,1209,1232
29,26,2,1254,1029,1164,893,1376,4236
30,26,1,3992,2760,3950,3334,1250,1828
31,26,2,2778,3406,2536,1336,2419,845
32,26,1,1983,1508,2483,1097,1135,1099
33,26,2,1504,1279,1350,1258,1162,1502
34,26,1,2204,1401,1948,1283,1354,2362
35,26,2,2598,1603,2442,1428,2021,1445
37,26,1,1248,1717,3609,1470,731,951
38,26,2,1286,1519,1270,1483,495,475
39,26,1,1655,2061,2226,2400,709,1360
40,26,2,2094,537,1065,960,800,3631
41,26,1,1864,1741,1491,1320,1472,1320
1,27,1,1792,2133,1244,1923,1243,1287
2,27,2,2905,3249,2623,2069,2933,7691
3,27,1,2309,5857,1166,1901,957,1969
4,27,2,2579,1870,3144,1768,1525,3271
5,27,1,1488,1262,1107,1721,970,2406
6,27,2,2224,1949,2687,933,491,781
7,27,1,1441,1829,1411,2272,960,2265
8,27,2,2349,2453,2550,2694,2312,2941
9,27,1,3539,2025,1352,2927,1112,1413
10,27,2,2580,1773,1622,1569,1441,1652
11,27,1,2101,1877,1391,2860,1288,2970
12,27,2,1101,1463,3587,1688,1895,1360
13,27,1,1119,1603,1109,2546,1515,1258
14,27,2,2789,2029,2031,1854,1491,1454
15,27,1,3006,5299,3854,2496,0,3528
16,27,2,2099,1428,1944,2597,911,2317
17,27,1,1765,2871,2171,2783,1374,1894
18,27,2,1545,2905,2138,4015,1810,2135
19,27,1,2537,2133,1961,1852,1168,1519
20,27,2,1669,2810,2824,2409,1475,1471
21,27,1,673,900,688,1024,686,1288
22,27,2,2726,1793,2159,1290,974,3247
23,27,1,2469,2166,1525,1554,1020,0
24,27,2,2474,2394,1050,927,607,3314
25,27,1,1605,2112,1941,2424,1344,1858
26,27,2,1287,2252,2135,1121,592,1169
27,27,1,904,1017,946,1128,743,1678
28,27,2,1744,1636,1394,2144,1534,2366
29,27,1,1990,907,2616,1559,0,3034
30,27,2,2733,3305,4053,3952,1304,7740
31,27,1,3025,3441,1605,3263,1011,1455
32,27,2,2515,1804,1714,3053,1104,1700
33,27,1,1733,2454,1961,2855,1490,2113
34,27,2,3150,2720,2436,2594,1229,1658
35,27,1,2981,2282,2664,3390,3322,1383
37,27,2,1842,2007,4165,1091,1087,1427
38,27,1,1243,2244,1220,1437,1110,1180
39,27,2,1806,1855,808,2102,1523,3240
40,27,1,1136,1054,600,576,1239,1044
41,27,2,2254,2697,2165,1827,794,1054
1,28,2,2440,1406,2121,2628,2719,1850
2,28,1,7248,1716,1556,2906,1439,12307
3,28,2,2301,1849,5678,1584,1127,3470
4,28,1,3603,1865,3907,2053,844,3075
5,28,2,1862,1227,1526,1782,2537,7075
6,28,1,1615,1199,1337,1201,858,1154
7,28,2,1261,1707,1813,2686,1427,9407
8,28,1,5330,2018,3267,2724,2278,3258
9,28,2,4129,4965,2115,1521,1738,3129
10,28,1,3082,1741,2412,1401,2003,2774
11,28,2,2647,2098,3900,2683,1392,8083
12,28,1,2799,1390,1894,1768,1755,2337
13,28,2,3203,1987,2552,2082,1126,3179
14,28,1,1896,1975,4312,1536,1188,941
15,28,2,3889,1630,7021,1718,1571,2680
16,28,1,2727,1914,1808,1976,1655,2581
17,28,2,2942,1766,4815,3137,1526,3773
18,28,1,2887,2377,3722,4427,936,2270
19,28,2,2034,1958,3031,2317,869,1951
20,28,1,5356,2420,2707,3243,1497,5053
21,28,2,1329,920,1809,928,1469,2890
22,28,1,2879,1802,2487,3041,1013,1954
23,28,2,1377,1767,1868,1937,2094,3898
24,28,1,945,738,5389,894,791,2479
25,28,2,1819,1449,1932,1564,1148,2589
26,28,1,1476,1080,1389,936,605,2106
27,28,2,3948,1102,3140,1298,1504,2800
28,28,1,2009,1065,2332,1356,1103,3274
29,28,2,1967,1411,1849,1790,1282,3067
30,28,1,5150,8045,6695,3461,8243,2739
31,28,2,3717,2432,3959,1849,1516,2403
32,28,1,2359,2438,493,9341,947,2726
33,28,2,2443,1093,1416,1574,1291,2536
34,28,1,2367,1197,1802,1636,1753,3427
36,28,2,1939,1477,2002,2049,1122,2527
37,28,1,1908,2061,2129,1946,868,2080
38,28,2,1973,1360,2420,1305,1304,5217
39,28,1,1709,748,2542,2596,1232,9935
40,28,2,1283,799,2281,2887,611,508
41,28,1,1417,1256,1891,2377,1590,2080
1,29,1,0,8864,1904,1741,1224,1049
2,29,2,522,10323,6445,1905,1216,1357
3,29,1,1915,3074,1636,1184,1103,1402
4,29,2,3506,3186,5851,2436,5967,6344
5,29,1,2819,1537,2411,4142,1049,2712
6,29,2,1271,1247,960,1058,978,2542
7,29,1,2518,2016,1771,1544,1295,2789
8,29,2,3069,3096,3062,3332,2347,2298
9,29,1,3538,1685,2462,1259,1135,1070
10,29,2,3823,3341,2166,1863,1427,966
11,29,1,1290,2264,2713,2048,1688,3499
12,29,2,1765,2020,2042,1671,1111,1425
13,29,1,2751,1684,2968,2237,1040,2418
14,29,2,2154,2108,1644,1341,1228,2470
15,29,1,4978,1800,1568,1829,1247,1499
16,29,2,2508,2176,1997,2166,2400,1978
17,29,1,2166,2988,3279,1828,1475,1837
18,29,2,5071,4383,1541,1581,1359,1614
19,29,1,2452,2566,1981,2193,1594,1684
20,29,2,3060,2800,2819,3062,2555,1685
21,29,1,1239,2135,1763,1303,1215,896
22,29,2,3309,2027,2492,2376,1740,1832
23,29,1,1984,1786,2070,1847,2985,3290
24,29,2,2295,2038,442,0,313,731
25,29,1,1692,2351,1845,1695,1659,1255
26,29,2,3349,2395,1844,2234,2065,2496
27,29,1,1376,3602,1591,1694,936,1271
28,29,2,1925,4065,3195,1531,1219,1736
29,29,1,2627,1494,1416,1094,1356,3468
30,29,2,5151,6198,4337,3061,2290,5486
31,29,1,3848,2560,2316,2205,1675,1394
32,29,2,3190,0,4606,2416,1461,1898
33,29,1,3396,1651,2120,1769,1962,2853
34,29,2,2765,2361,1956,1401,1478,1682
36,29,1,2713,1915,1394,1230,1176,1705
37,29,2,2509,2241,1399,1365,1940,1266
38,29,1,1811,1244,1241,1039,829,700
39,29,2,1486,1088,1251,751,573,1961
40,29,1,1355,1443,1373,1847,976,1371
41,29,2,2260,4617,1562,1036,1116,1864
1,30,2,2471,2012,1361,1971,1917,2196
2,30,1,3124,3372,2811,1923,1456,1840
3,30,2,1884,1739,2306,1673,1600,1408
4,30,1,3553,6860,14808,1588,1268,2604
5,30,2,1578,3173,1543,1574,1251,4341
6,30,1,1470,1493,1038,851,1602,718
7,30,2,3405,2101,1665,1598,1567,2694
8,30,1,3841,3516,3588,3334,1976,2529
9,30,2,4016,3863,1521,1723,1179,813
10,30,1,2127,2880,2251,2059,1952,1879
11,30,2,2024,1852,1597,2382,1257,4706
12,30,1,1497,1484,2052,1658,1239,712
13,30,2,2949,1711,1160,1606,1285,2340
14,30,1,4167,2629,1455,2244,1140,724
15,30,2,5823,2246,1984,1419,1230,2483
16,30,1,2477,1660,1587,1588,1953,2621
17,30,2,3447,2146,2279,2407,2398,4729
18,30,1,3200,4775,2253,2862,2039,1576
19,30,2,2058,1944,1349,1948,1417,2532
20,30,1,2441,2342,2092,2872,1450,2301
21,30,2,2056,1656,2415,589,1111,1398
22,30,1,2407,3002,5403,2871,2189,1154
23,30,2,2163,1609,1760,2948,807,1588
24,30,1,2364,2093,1164,598,2014,2643
25,30,2,3277,2269,1970,1737,1368,2134
26,30,1,1930,3128,2270,982,895,1773
27,30,2,1237,1079,2055,1224,1063,1017
28,30,1,2431,3148,1471,1583,1112,1730
29,30,2,1557,2220,1708,1646,1629,2790
30,30,1,4691,4570,6538,5319,2774,6774
31,30,2,3739,2591,3421,2160,3154,1539
32,30,1,2891,3416,2204,2170,1197,3411
33,30,2,3117,2192,1976,2420,2201,3050
34,30,1,2782,2669,2190,2398,1545,1896
36,30,2,2232,2291,1881,1955,1331,3871
37,30,1,2192,1767,1717,1428,1158,1253
38,30,2,2987,1258,1635,1418,1189,1468
