Participant,Item,Condition,R1,R2,R3,R4,R5,R6
40,30,2,2142,1140,1143,992,1551,899
41,30,1,2008,2164,2778,1794,2150,1825
1,31,1,4365,5556,5240,1977,930,944
2,31,2,5709,3168,3451,1636,1121,1699
3,31,1,8153,4399,2507,1156,917,836
4,31,2,2869,3078,2860,4230,2096,1717
5,31,1,3634,3704,2325,731,1310,2006
6,31,2,1353,1382,959,1665,1132,690
7,31,1,5869,5325,2428,1236,1115,2373
8,31,2,4012,2624,2282,2130,1459,1657
9,31,1,5344,3043,1849,955,879,1935
10,31,2,2310,2087,2192,1357,1746,1857
11,31,1,2621,3270,3596,3086,1922,1601
12,31,2,2640,1667,2882,1669,1320,1465
13,31,1,2225,1768,2374,1390,1461,2144
14,31,2,1857,1839,1718,2339,1084,1557
15,31,1,11309,1545,2539,2796,1090,947
16,31,2,1944,1918,1459,1717,1331,1916
17,31,1,1694,3165,2128,1441,1832,2012
18,31,2,3930,3445,2947,3167,1439,1662
19,31,1,3438,5478,3029,1495,1792,1492
20,31,2,2416,1418,1885,1913,1103,1763
21,31,1,1346,2048,2083,1324,730,727
22,31,2,2534,8991,3275,3831,957,1925
23,31,1,1275,1754,2036,1057,945,1142
24,31,2,1941,1273,1912,1696,1056,1345
25,31,1,1789,1891,2163,2291,1644,1933
26,31,2,1170,2245,1756,1981,1703,1174
27,31,1,1487,2787,1762,1107,1113,1469
28,31,2,3382,3000,2910,2204,862,1061
29,31,1,1477,2342,2263,819,1145,1363
30,31,2,5556,3490,3168,4713,2231,2464
31,31,1,2766,2483,2799,1979,1384,617
32,31,2,2516,3124,3282,1753,1554,1756
33,31,1,1389,1874,1762,2077,1093,1721
34,31,2,1805,3003,3387,2269,1666,1177
36,31,1,2317,2385,1807,1543,996,992
37,31,2,1663,1763,2264,1954,1599,1391
38,31,1,1478,3048,1036,1244,1260,952
39,31,2,3544,3225,2209,1315,1321,1423
40,31,1,1453,1987,1292,1072,1127,740
41,31,2,1963,1555,2430,1406,973,2076
1,32,2,1262,2338,1304,1488,1027,670
2,32,1,1109,3409,1701,1281,762,1063
3,32,2,8200,7824,5701,1758,1184,301
4,32,1,4897,6177,2276,1716,1052,684
5,32,2,1326,1816,1538,1694,1215,1227
6,32,1,1550,631,795,1519,635,552
7,32,2,2420,4064,2268,1177,945,1410
8,32,1,1694,2535,2141,1603,2183,1229
9,32,2,2801,2539,2158,2325,968,586
10,32,1,1885,2175,1630,1452,962,1075
11,32,2,1848,2235,2935,2228,1838,973
12,32,1,1373,1212,1052,1153,1053,922
13,32,2,1747,2045,1117,1132,838,730
14,32,1,1288,1706,1318,1370,701,590
15,32,2,6479,2061,1378,948,1026,841
16,32,1,2704,1724,1475,1734,1413,1326
17,32,2,1464,2770,3076,2437,1231,1039
18,32,1,1277,3135,1412,1846,1209,1062
19,32,2,1702,2373,1598,1636,1109,1254
20,32,1,1902,3808,1151,1590,1146,1515
21,32,2,410,1441,1663,1283,1047,449
22,32,1,1942,2720,2172,2482,1336,747
23,32,2,2357,3589,1801,1567,1028,832
24,32,1,2564,1826,1373,1634,1142,593
25,32,2,1222,1917,1600,1424,1601,919
26,32,1,1753,2110,1260,1018,1331,667
27,32,2,1102,1096,845,1105,723,1337
28,32,1,2079,1530,1293,2058,1402,613
29,32,2,1654,3194,1538,2283,1514,672
30,32,1,5906,12472,7497,2274,1297,1002
31,32,2,2360,2433,1554,1340,1267,669
32,32,1,1196,3086,2008,2717,1017,947
33,32,2,2480,1969,1675,1369,1017,1242
34,32,1,1203,2527,1625,1814,937,861
36,32,2,1422,1872,2255,1943,1373,828
37,32,1,1306,2228,1481,1179,2095,551
38,32,2,1524,1421,723,1044,721,540
39,32,1,1349,1031,788,804,403,477
40,32,2,1193,1888,777,437,461,474
41,32,1,1137,2518,1244,1288,951,752
